GEOID,heatrisk_class,City,Tree Canopy Class
06037224310,0,Westlake,1
06037221220,1,West Adams/Exposition Park,0
06037221220,1,West Adams/Exposition Park,1
06037221110,1,West Adams/Exposition Park,0
06037221110,1,West Adams/Exposition Park,0
06037210010,1,Westlake,0
06037210010,1,Westlake,1
06037210010,1,Westlake,2
06037209820,0,Westlake,1
06037209820,0,Westlake,1
06037209810,0,Westlake,1
06037209810,0,Westlake,0
06037213402,1,Miracle Mile,1
06037213402,1,Miracle Mile,1
06037213402,1,Miracle Mile,0
06037209520,0,Westlake,0
06037209520,0,Westlake,0
06037218220,1,Adams/La Brea,0
06037218220,1,Adams/La Brea,1
06037218220,1,Adams/La Brea,3
06037221210,0,West Adams/Exposition Park,1
06037221210,0,West Adams/Exposition Park,1
06037218120,1,West Adams/Exposition Park,1
06037218120,1,West Adams/Exposition Park,0
06037218120,1,West Adams/Exposition Park,0
06037218110,1,West Adams/Exposition Park,1
06037218110,1,West Adams/Exposition Park,1
06037221304,1,West Adams/Exposition Park,0
06037221304,1,West Adams/Exposition Park,1
06037221303,0,West Adams/Exposition Park,1
06037221303,0,West Adams/Exposition Park,0
06037213202,1,Miracle Mile,0
06037213202,1,Miracle Mile,0
06037217200,1,Miracle Mile,1
06037217200,1,Miracle Mile,1
06037217200,1,Miracle Mile,0
06037217200,1,Miracle Mile,1
06037212900,1,Miracle Mile,1
06037212900,1,Miracle Mile,0
06037213100,0,Miracle Mile,1
06037213100,0,Miracle Mile,2
06037531201,2,East Los Angeles,0
06037531101,3,East Los Angeles,0
06037531101,3,East Los Angeles,0
06037531101,3,East Los Angeles,0
06037531101,3,East Los Angeles,0
06037530901,3,East Los Angeles,1
06037530901,3,East Los Angeles,0
06037204420,1,Boyle Heights,1
06037204420,1,Boyle Heights,0
06037203800,3,Boyle Heights,1
06037203800,3,Boyle Heights,1
06037203800,3,Boyle Heights,0
06037203800,3,Boyle Heights,0
06037204410,0,Boyle Heights,0
06037204410,0,Boyle Heights,0
06037203720,1,Boyle Heights,0
06037203720,1,Boyle Heights,0
06037203720,1,Boyle Heights,0
06037213310,0,Miracle Mile,0
06037213310,0,Miracle Mile,0
06037209300,1,Westlake,0
06037209300,1,Westlake,0
06037213320,0,Miracle Mile,0
06037213320,0,Miracle Mile,0
06037207502,1,Downtown,1
06037209510,0,Westlake,0
06037209510,0,Westlake,0
06037209403,1,Westlake,0
06037209403,1,Westlake,0
06037213401,1,Miracle Mile,0
06037213401,1,Miracle Mile,1
06037209402,1,Westlake,0
06037209402,1,Westlake,0
06037203710,2,Boyle Heights,0
06037203710,2,Boyle Heights,0
06037203200,3,Boyle Heights,1
06037203200,3,Boyle Heights,1
06037203500,0,Boyle Heights,1
06037203500,0,Boyle Heights,0
06037203500,0,Boyle Heights,0
06037207400,0,Downtown,1
06037530801,4,East Los Angeles,1
06037530801,4,East Los Angeles,1
06037482001,2,Monterey Park,1
06037530700,1,East Los Angeles,0
06037212306,0,Miracle Mile,0
06037212306,0,Miracle Mile,0
06037212202,1,Miracle Mile,0
06037212202,1,Miracle Mile,0
06037208902,0,Westlake,0
06037208902,0,Westlake,0
06037207501,0,Downtown,2
06037209401,1,Westlake,0
06037209401,1,Westlake,0
06037209103,1,Westlake,0
06037209104,0,Westlake,1
06037208903,1,Westlake,0
06037208903,1,Westlake,0
06037208904,1,Westlake,0
06037208904,1,Westlake,0
06037212304,0,Miracle Mile,0
06037212203,1,Miracle Mile,0
06037212203,1,Miracle Mile,0
06037212303,1,Miracle Mile,0
06037212204,1,Miracle Mile,0
06037212204,1,Miracle Mile,0
06037208801,1,Westlake,3
06037208801,1,Westlake,1
06037208802,0,Westlake,1
06037208802,0,Westlake,2
06037208301,0,Westlake,1
06037206020,1,Wholesale,0
06037207102,1,Silverlake,0
06037203100,4,Boyle Heights,0
06037203100,4,Boyle Heights,2
06037203100,4,Boyle Heights,0
06037203300,1,Boyle Heights,0
06037207101,1,Silverlake,0
06037199900,1,Lincoln Heights,0
06037199900,1,Lincoln Heights,0
06037207103,0,Silverlake,0
06037207103,0,Silverlake,0
06037199700,1,Lincoln Heights,0
06037199700,1,Lincoln Heights,0
06037197600,0,Silverlake,2
06037197600,0,Silverlake,1
06037197700,1,Silverlake,1
06037197700,1,Silverlake,1
06037197700,1,Silverlake,0
06037267902,0,West LA,2
06037267902,0,West LA,2
06037267902,0,West LA,2
06037267403,0,West LA,1
06037267403,0,West LA,0
06037212800,1,Miracle Mile,1
06037212800,1,Miracle Mile,1
06037212800,1,Miracle Mile,1
06037213201,1,Miracle Mile,0
06037213201,1,Miracle Mile,0
06037213201,1,Miracle Mile,0
06037212701,0,Miracle Mile,1
06037212501,0,Miracle Mile,1
06037212420,0,Miracle Mile,1
06037212420,0,Miracle Mile,0
06037212305,0,Miracle Mile,0
06037212620,1,Miracle Mile,2
06037212620,1,Miracle Mile,0
06037216100,0,Miracle Mile,3
06037216100,0,Miracle Mile,2
06037216100,0,Miracle Mile,2
06037212702,0,Miracle Mile,2
06037212702,0,Miracle Mile,2
06037212702,0,Miracle Mile,3
06037264103,0,West LA,1
06037265601,0,Westwood,1
06037265601,0,Westwood,2
06037264000,0,West LA,4
06037264000,0,West LA,3
06037264000,0,West LA,3
06037264102,0,West LA,3
06037265602,0,Westwood,2
06037265602,0,Westwood,2
06037216800,0,Miracle Mile,1
06037216800,0,Miracle Mile,2
06037216800,0,Miracle Mile,2
06037216800,0,Miracle Mile,2
06037216401,1,Miracle Mile,0
06037216401,1,Miracle Mile,1
06037267901,0,West LA,1
06037267901,0,West LA,3
06037701000,1,Beverly Hills,2
06037701000,1,Beverly Hills,2
06037701000,1,Beverly Hills,1
06037216402,0,Miracle Mile,1
06037216402,0,Miracle Mile,1
06037700902,1,Beverly Hills,2
06037700902,1,Beverly Hills,2
06037700901,0,Beverly Hills,2
06037700901,0,Beverly Hills,1
06037700901,0,Beverly Hills,1
06037212502,1,Miracle Mile,0
06037212502,1,Miracle Mile,0
06037212410,1,Miracle Mile,1
06037212410,1,Miracle Mile,0
06037212610,1,Miracle Mile,1
06037212610,1,Miracle Mile,1
06037211802,1,Miracle Mile,0
06037211802,1,Miracle Mile,0
06037212102,0,Miracle Mile,1
06037212102,0,Miracle Mile,0
06037211704,0,Miracle Mile,0
06037211704,0,Miracle Mile,0
06037215102,0,Miracle Mile,0
06037215102,0,Miracle Mile,0
06037211701,0,Hancock Park,2
06037211701,0,Hancock Park,3
06037211701,0,Hancock Park,2
06037265410,0,Westwood,3
06037265410,0,Westwood,3
06037262303,0,Brentwood,4
06037262303,0,Brentwood,4
06037262303,0,Brentwood,4
06037265201,0,Westwood,3
06037265201,0,Westwood,2
06037265303,0,Westwood,2
06037265303,0,Westwood,2
06037265304,0,Westwood,2
06037265304,0,Westwood,2
06037265420,0,Westwood,3
06037265420,0,Westwood,3
06037211703,1,Miracle Mile,0
06037211703,1,Miracle Mile,0
06037211804,1,Miracle Mile,0
06037211804,1,Miracle Mile,0
06037211803,1,Miracle Mile,0
06037211803,1,Miracle Mile,1
06037211910,1,Miracle Mile,0
06037211910,1,Miracle Mile,0
06037211910,1,Miracle Mile,0
06037211000,1,Hancock Park,3
06037211000,1,Hancock Park,1
06037211000,1,Hancock Park,3
06037211000,1,Hancock Park,3
06037211000,1,Hancock Park,3
06037211000,1,Hancock Park,3
06037211310,1,Miracle Mile,0
06037211310,1,Miracle Mile,0
06037211500,1,Hancock Park,2
06037211500,1,Hancock Park,3
06037211500,1,Hancock Park,2
06037211410,0,Miracle Mile,0
06037211410,0,Miracle Mile,0
06037211420,1,Miracle Mile,1
06037211420,1,Miracle Mile,0
06037215101,0,Miracle Mile,0
06037215101,0,Miracle Mile,1
06037214700,0,Fairfax,2
06037214700,0,Fairfax,1
06037214700,0,Fairfax,2
06037214503,0,Miracle Mile,2
06037214503,0,Miracle Mile,3
06037214503,0,Miracle Mile,3
06037214503,0,Miracle Mile,3
06037700802,1,Beverly Hills,2
06037700802,1,Beverly Hills,1
06037214800,0,Fairfax,2
06037214800,0,Fairfax,1
06037214800,0,Fairfax,0
06037214501,0,Miracle Mile,3
06037214501,0,Miracle Mile,1
06037214501,0,Miracle Mile,3
06037214600,0,Fairfax,1
06037214600,0,Fairfax,1
06037214600,0,Fairfax,1
06037214902,0,Fairfax,0
06037214902,0,Fairfax,1
06037211201,0,Miracle Mile,1
06037211201,0,Miracle Mile,0
06037214000,0,Fairfax,2
06037214000,0,Fairfax,0
06037214000,0,Fairfax,1
06037214000,0,Fairfax,1
06037214100,0,Hancock Park,3
06037214100,0,Hancock Park,2
06037214100,0,Hancock Park,2
06037214100,0,Hancock Park,2
06037192300,0,Hancock Park,3
06037192300,0,Hancock Park,2
06037192300,0,Hancock Park,2
06037192410,0,Hancock Park,0
06037192410,0,Hancock Park,2
06037192410,0,Hancock Park,2
06037192410,0,Hancock Park,2
06037192420,0,Hancock Park,1
06037192420,0,Hancock Park,0
06037192510,1,East Hollywood,0
06037192510,1,East Hollywood,0
06037192520,1,East Hollywood,0
06037192520,1,East Hollywood,0
06037191902,0,Hancock Park,2
06037191902,0,Hancock Park,2
06037192001,0,Fairfax,1
06037192001,0,Fairfax,2
06037214400,0,Fairfax,0
06037214400,0,Fairfax,0
06037214400,0,Fairfax,0
06037194500,0,Fairfax,2
06037194500,0,Fairfax,2
06037700700,0,Beverly Hills,4
06037700700,0,Beverly Hills,3
06037700700,0,Beverly Hills,4
06037700400,1,West Hollywood,2
06037700400,1,West Hollywood,3
06037700400,1,West Hollywood,2
06037700400,1,West Hollywood,2
06037192002,0,Fairfax,2
06037192002,0,Fairfax,2
06037192002,0,Fairfax,2
06037194401,0,Fairfax,2
06037194401,0,Fairfax,2
06037194402,0,Fairfax,2
06037194402,0,Fairfax,2
06037194402,0,Fairfax,1
06037700501,0,West Hollywood,1
06037700501,0,West Hollywood,1
06037700102,1,West Hollywood,1
06037700102,1,West Hollywood,2
06037700102,1,West Hollywood,1
06037208720,1,Westlake,1
06037208720,1,Westlake,1
06037208302,1,Westlake,1
06037208302,1,Westlake,0
06037208302,1,Westlake,1
06037212101,0,Miracle Mile,0
06037212101,0,Miracle Mile,0
06037208401,1,Westlake,0
06037208401,1,Westlake,0
06037208710,1,Westlake,1
06037208502,1,Westlake,1
06037208502,1,Westlake,1
06037208502,1,Westlake,1
06037211922,0,Miracle Mile,0
06037211922,0,Miracle Mile,0
06037211921,0,Miracle Mile,0
06037208402,0,Westlake,1
06037208402,0,Westlake,1
06037208501,0,Westlake,1
06037208501,0,Westlake,1
06037208620,1,Westlake,1
06037208620,1,Westlake,1
06037208620,1,Westlake,0
06037211320,1,Miracle Mile,0
06037211320,1,Miracle Mile,0
06037208610,1,Westlake,0
06037208610,1,Westlake,1
06037211121,0,Miracle Mile,1
06037211121,0,Miracle Mile,1
06037211122,0,Miracle Mile,1
06037211122,0,Miracle Mile,0
06037197500,0,Silverlake,1
06037197500,0,Silverlake,2
06037197500,0,Silverlake,3
06037195720,0,Silverlake,1
06037195720,0,Silverlake,1
06037211202,0,Miracle Mile,1
06037201700,3,El Sereno,1
06037201700,3,El Sereno,1
06037201700,3,El Sereno,1
06037201402,3,El Sereno,1
06037201402,3,El Sereno,1
06037201402,3,El Sereno,0
06037481901,3,Alhambra,1
06037481901,3,Alhambra,1
06037201601,2,El Sereno,1
06037201602,2,El Sereno,1
06037201602,2,El Sereno,0
06037201602,2,El Sereno,2
06037206010,1,Silverlake,1
06037206010,1,Silverlake,0
06037199120,3,Lincoln Heights,1
06037199120,3,Lincoln Heights,1
06037199201,1,Lincoln Heights,1
06037199201,1,Lincoln Heights,0
06037199110,2,Lincoln Heights,1
06037199110,2,Lincoln Heights,3
06037199202,2,Lincoln Heights,2
06037199202,2,Lincoln Heights,2
06037197300,0,Silverlake,3
06037197300,0,Silverlake,3
06037197300,0,Silverlake,2
06037201401,3,El Sereno,1
06037201401,3,El Sereno,1
06037201504,2,El Sereno,2
06037480802,2,Alhambra,0
06037201503,2,El Sereno,1
06037201503,2,El Sereno,1
06037201501,4,El Sereno,2
06037201501,4,El Sereno,1
06037201501,4,El Sereno,1
06037201301,3,El Sereno,2
06037201301,3,El Sereno,1
06037980010,0,Silverlake,3
06037199400,3,Lincoln Heights,0
06037199400,3,Lincoln Heights,2
06037199400,3,Lincoln Heights,1
06037185320,2,Lincoln Heights,0
06037185320,2,Lincoln Heights,1
06037197200,2,Silverlake,1
06037197200,2,Silverlake,1
06037197200,2,Silverlake,1
06037199300,2,Lincoln Heights,3
06037199300,2,Lincoln Heights,2
06037185310,2,Lincoln Heights,1
06037185310,2,Lincoln Heights,1
06037197410,0,Silverlake,4
06037197410,0,Silverlake,3
06037197410,0,Silverlake,3
06037185202,2,Eagle Rock/Glassell,3
06037185202,2,Eagle Rock/Glassell,2
06037185202,2,Eagle Rock/Glassell,4
06037185203,2,Eagle Rock/Glassell,1
06037185203,2,Eagle Rock/Glassell,1
06037185203,2,Eagle Rock/Glassell,2
06037187102,3,Los Feliz,0
06037187102,3,Los Feliz,2
06037201200,1,El Sereno,1
06037480803,2,Alhambra,2
06037201120,3,El Sereno,2
06037201120,3,El Sereno,1
06037201120,3,El Sereno,2
06037480804,3,Alhambra,1
06037201110,2,El Sereno,1
06037201110,2,El Sereno,2
06037201110,2,El Sereno,1
06037201302,2,El Sereno,3
06037201302,2,El Sereno,3
06037201302,2,El Sereno,3
06037201302,2,El Sereno,3
06037183702,2,Highland Park,3
06037183702,2,Highland Park,3
06037195710,1,Silverlake,1
06037195710,1,Silverlake,1
06037195710,1,Silverlake,1
06037195802,0,Silverlake,1
06037195802,0,Silverlake,1
06037192620,1,East Hollywood,0
06037192620,1,East Hollywood,0
06037195804,0,Silverlake,1
06037195804,0,Silverlake,2
06037192700,1,East Hollywood,1
06037192700,1,East Hollywood,1
06037195903,0,Silverlake,1
06037195903,0,Silverlake,2
06037195600,0,Silverlake,2
06037195600,0,Silverlake,2
06037195600,0,Silverlake,1
06037195600,0,Silverlake,2
06037192610,1,East Hollywood,1
06037192610,1,East Hollywood,0
06037192610,1,East Hollywood,1
06037195803,0,Silverlake,3
06037195803,0,Silverlake,2
06037197420,0,Silverlake,2
06037197420,0,Silverlake,2
06037191820,0,Hollywood,0
06037191820,0,Hollywood,0
06037191820,0,Hollywood,0
06037191710,0,Hollywood,0
06037191710,0,Hollywood,1
06037191610,1,East Hollywood,2
06037191610,1,East Hollywood,1
06037191620,0,East Hollywood,0
06037191720,1,Hollywood,1
06037191720,1,Hollywood,1
06037191810,0,Hollywood,0
06037191810,0,Hollywood,0
06037191810,0,Hollywood,0
06037191901,0,Hollywood,0
06037191901,0,Hollywood,0
06037191120,1,East Hollywood,0
06037191120,1,East Hollywood,0
06037191204,0,East Hollywood,1
06037190802,0,Hollywood,0
06037190802,0,Hollywood,1
06037190802,0,Hollywood,0
06037191420,0,East Hollywood,0
06037191420,0,East Hollywood,1
06037195902,0,Silverlake,3
06037195902,0,Silverlake,3
06037191500,1,East Hollywood,1
06037191500,1,East Hollywood,0
06037191500,1,East Hollywood,0
06037195901,0,Silverlake,3
06037191410,1,East Hollywood,0
06037191410,1,East Hollywood,0
06037195500,1,Silverlake,3
06037195500,1,Silverlake,2
06037195500,1,Silverlake,3
06037195500,1,Silverlake,3
06037195400,0,Silverlake,3
06037195400,0,Silverlake,3
06037195400,0,Silverlake,3
06037195400,0,Silverlake,2
06037191301,0,East Hollywood,1
06037191301,0,East Hollywood,0
06037191203,0,East Hollywood,0
06037191203,0,East Hollywood,0
06037191302,0,East Hollywood,1
06037191302,0,East Hollywood,0
06037700502,0,West Hollywood,2
06037700300,1,West Hollywood,1
06037700300,1,West Hollywood,2
06037700300,1,West Hollywood,1
06037700600,0,Beverly Hills,4
06037700600,0,Beverly Hills,4
06037700200,1,West Hollywood,2
06037700200,1,West Hollywood,2
06037700200,1,West Hollywood,2
06037700200,1,West Hollywood,2
06037194300,0,Hollywood,4
06037194300,0,Hollywood,4
06037194300,0,Hollywood,4
06037194200,0,Hollywood,4
06037194200,0,Hollywood,4
06037190801,0,Hollywood,1
06037190801,0,Hollywood,1
06037190902,1,Hollywood,0
06037190902,1,Hollywood,1
06037190902,1,Hollywood,1
06037190901,1,Hollywood,0
06037190901,1,Hollywood,1
06037190901,1,Hollywood,0
06037191110,1,East Hollywood,1
06037191110,1,East Hollywood,0
06037189904,0,Hollywood,0
06037190510,1,East Hollywood,1
06037190510,1,East Hollywood,1
06037190520,1,East Hollywood,1
06037190520,1,East Hollywood,0
06037189905,0,Hollywood,3
06037189905,0,Hollywood,1
06037191000,1,Hollywood,0
06037191000,1,Hollywood,0
06037191000,1,Hollywood,0
06037189903,0,Hollywood,1
06037190202,0,Hollywood,1
06037190202,0,Hollywood,1
06037190201,0,Hollywood,0
06037190201,0,Hollywood,1
06037190402,0,Los Feliz,0
06037191201,1,East Hollywood,1
06037191201,1,East Hollywood,1
06037195300,0,Los Feliz,2
06037195300,0,Los Feliz,2
06037195300,0,Los Feliz,1
06037195100,0,Silverlake,3
06037195100,0,Silverlake,2
06037195100,0,Silverlake,3
06037195100,0,Silverlake,3
06037187300,0,Silverlake,3
06037187300,0,Silverlake,2
06037195202,0,Los Feliz,3
06037195202,0,Los Feliz,3
06037195202,0,Los Feliz,2
06037189201,0,Los Feliz,1
06037189201,0,Los Feliz,1
06037189101,0,Los Feliz,2
06037189101,0,Los Feliz,1
06037189101,0,Los Feliz,2
06037195201,0,Los Feliz,3
06037195201,0,Los Feliz,2
06037189202,0,Los Feliz,4
06037189202,0,Los Feliz,3
06037189202,0,Los Feliz,2
06037188201,0,Los Feliz,3
06037188201,0,Los Feliz,2
06037188201,0,Los Feliz,3
06037194101,0,Hollywood,4
06037194102,0,Hollywood,4
06037194102,0,Hollywood,4
06037194102,0,Hollywood,4
06037143700,1,Studio City,4
06037143700,1,Studio City,4
06037143901,2,Studio City,3
06037143901,2,Studio City,4
06037143902,1,Sherman Oaks,4
06037143902,1,Sherman Oaks,3
06037190401,0,Los Feliz,1
06037190401,0,Los Feliz,0
06037189300,0,Los Feliz,3
06037189300,0,Los Feliz,4
06037189300,0,Los Feliz,4
06037189600,0,Hollywood,4
06037189600,0,Hollywood,3
06037189600,0,Hollywood,3
06037189702,0,Hollywood,4
06037189400,0,Hollywood,4
06037189400,0,Hollywood,4
06037189400,0,Hollywood,4
06037980009,0,Los Feliz,4
06037143603,1,Studio City,3
06037143602,3,Studio City,3
06037143602,3,Studio City,3
06037143602,3,Studio City,2
06037143500,3,Studio City,3
06037143500,3,Studio City,3
06037143500,3,Studio City,2
06037143500,3,Studio City,3
06037143200,3,Studio City,3
06037143200,3,Studio City,2
06037143200,3,Studio City,2
06037187200,1,Los Feliz,1
06037187200,1,Los Feliz,1
06037185204,1,Eagle Rock/Glassell,3
06037185204,1,Eagle Rock/Glassell,3
06037183820,3,Highland Park,2
06037183820,3,Highland Park,1
06037186404,2,Eagle Rock/Glassell,2
06037186404,2,Eagle Rock/Glassell,2
06037183810,3,Highland Park,1
06037183810,3,Highland Park,1
06037183520,3,Highland Park,2
06037183520,3,Highland Park,2
06037186403,2,Eagle Rock/Glassell,1
06037186403,2,Eagle Rock/Glassell,1
06037186302,3,Eagle Rock/Glassell,3
06037186302,3,Eagle Rock/Glassell,3
06037186302,3,Eagle Rock/Glassell,2
06037480702,2,South Pasadena,4
06037480702,2,South Pasadena,3
06037480703,2,South Pasadena,4
06037480704,2,South Pasadena,3
06037183701,3,Highland Park,2
06037183701,3,Highland Park,2
06037183701,3,Highland Park,3
06037183620,2,Highland Park,2
06037183620,2,Highland Park,1
06037183103,3,Highland Park,2
06037183103,3,Highland Park,2
06037183220,3,Highland Park,1
06037183220,3,Highland Park,1
06037183220,3,Highland Park,2
06037183610,2,Highland Park,1
06037183610,2,Highland Park,1
06037186203,1,Eagle Rock/Glassell,3
06037186203,1,Eagle Rock/Glassell,3
06037183510,1,Highland Park,1
06037183510,1,Highland Park,2
06037183510,1,Highland Park,2
06037186401,3,Eagle Rock/Glassell,0
06037186401,3,Eagle Rock/Glassell,1
06037186202,1,Eagle Rock/Glassell,2
06037186202,1,Eagle Rock/Glassell,1
06037183300,2,Highland Park,1
06037183300,2,Highland Park,2
06037183300,2,Highland Park,1
06037186201,2,Eagle Rock/Glassell,2
06037183401,2,Highland Park,2
06037183401,2,Highland Park,1
06037186301,2,Eagle Rock/Glassell,2
06037186301,2,Eagle Rock/Glassell,1
06037186301,2,Eagle Rock/Glassell,2
06037183402,2,Eagle Rock/Glassell,1
06037183402,2,Eagle Rock/Glassell,1
06037183104,1,Highland Park,3
06037183101,2,Highland Park,3
06037183101,2,Highland Park,3
06037183101,2,Highland Park,1
06037183221,2,Highland Park,3
06037183221,2,Highland Park,3
06037463900,2,Pasadena,4
06037463800,2,Pasadena,4
06037463800,2,Pasadena,4
06037463800,2,Pasadena,4
06037189102,0,Los Feliz,2
06037189102,0,Los Feliz,4
06037189102,0,Los Feliz,2
06037187101,2,Atwater Village,2
06037187101,2,Atwater Village,2
06037188202,0,Los Feliz,3
06037188202,0,Los Feliz,4
06037188202,0,Los Feliz,3
06037188300,2,Atwater Village,3
06037188300,2,Atwater Village,2
06037188300,2,Atwater Village,2
06037302505,3,Glendale,1
06037302401,4,Glendale,0
06037302401,4,Glendale,0
06037188100,3,Atwater Village,1
06037188100,3,Atwater Village,1
06037188100,3,Atwater Village,2
06037183222,2,Highland Park,3
06037183222,2,Highland Park,4
06037183222,2,Highland Park,3
06037186100,2,Eagle Rock/Glassell,2
06037186100,2,Eagle Rock/Glassell,2
06037186100,2,Eagle Rock/Glassell,3
06037186100,2,Eagle Rock/Glassell,3
06037302506,3,Glendale,3
06037181600,3,Eagle Rock/Glassell,3
06037181600,3,Eagle Rock/Glassell,3
06037302102,3,Glendale,3
06037302102,3,Glendale,2
06037302102,3,Glendale,2
06037302102,3,Glendale,2
06037181500,2,Eagle Rock/Glassell,3
06037181500,2,Eagle Rock/Glassell,3
06037181500,2,Eagle Rock/Glassell,3
06037181400,3,Eagle Rock/Glassell,1
06037181400,3,Eagle Rock/Glassell,3
06037181400,3,Eagle Rock/Glassell,3
06037181300,2,Eagle Rock/Glassell,2
06037181300,2,Eagle Rock/Glassell,3
06037181300,2,Eagle Rock/Glassell,2
06037181000,3,Eagle Rock/Glassell,2
06037181000,3,Eagle Rock/Glassell,3
06037181000,3,Eagle Rock/Glassell,2
06037181000,3,Eagle Rock/Glassell,3
06037181000,3,Eagle Rock/Glassell,3
06037302104,3,Glendale,1
06037302104,3,Glendale,1
06037302104,3,Glendale,2
06037460800,1,Pasadena,4
06037125502,2,Toluca Lake,1
06037125502,2,Toluca Lake,2
06037125402,2,North Hollywood,1
06037125402,2,North Hollywood,2
06037125402,2,North Hollywood,2
06037125600,2,Toluca Lake,3
06037125600,2,Toluca Lake,3
06037125600,2,Toluca Lake,3
06037125501,2,North Hollywood,2
06037125501,2,North Hollywood,2
06037124700,3,Sherman Oaks,3
06037124700,3,Sherman Oaks,1
06037124700,3,Sherman Oaks,2
06037124700,3,Sherman Oaks,3
06037301602,3,Glendale,2
06037301602,3,Glendale,1
06037301602,3,Glendale,2
06037311400,1,Burbank,3
06037311700,3,Burbank,2
06037311700,3,Burbank,2
06037311801,2,Burbank,2
06037301702,4,Glendale,0
06037301601,4,Glendale,0
06037124000,3,Valley Village,2
06037124000,3,Valley Village,3
06037124000,3,Valley Village,3
06037124000,3,Valley Village,3
06037125200,3,North Hollywood,3
06037125200,3,North Hollywood,2
06037125200,3,North Hollywood,3
06037124903,3,Valley Village,1
06037124903,3,Valley Village,1
06037125310,3,North Hollywood,2
06037125310,3,North Hollywood,0
06037125310,3,North Hollywood,1
06037124902,2,Valley Glen,1
06037311200,1,Burbank,2
06037311200,1,Burbank,2
06037124400,3,Valley Glen,2
06037124400,3,Valley Glen,2
06037124400,3,Valley Glen,2
06037124204,2,North Hollywood,1
06037124204,2,North Hollywood,1
06037124102,3,North Hollywood,3
06037124102,3,North Hollywood,1
06037124102,3,North Hollywood,1
06037124300,3,North Hollywood,2
06037124300,3,North Hollywood,2
06037124300,3,North Hollywood,1
06037123902,1,Valley Glen,2
06037123902,1,Valley Glen,2
06037123601,4,Valley Glen,2
06037123601,4,Valley Glen,2
06037123601,4,Valley Glen,1
06037124203,2,North Hollywood,2
06037124203,2,North Hollywood,2
06037123800,4,Valley Glen,2
06037123800,4,Valley Glen,3
06037123800,4,Valley Glen,2
06037124105,2,North Hollywood,2
06037124105,2,North Hollywood,0
06037123104,3,North Hollywood,2
06037123104,3,North Hollywood,2
06037123104,3,North Hollywood,1
06037123901,3,North Hollywood,2
06037123901,3,North Hollywood,3
06037123901,3,North Hollywood,1
06037128303,3,Van Nuys,1
06037128303,3,Van Nuys,1
06037128210,4,Van Nuys,1
06037128210,4,Van Nuys,1
06037127711,2,Van Nuys,3
06037127711,2,Van Nuys,2
06037127806,3,Van Nuys,2
06037127806,3,Van Nuys,2
06037127806,3,Van Nuys,2
06037132101,3,Lake Balboa,1
06037132101,3,Lake Balboa,2
06037132101,3,Lake Balboa,2
06037127605,3,Van Nuys,1
06037127605,3,Van Nuys,2
06037127606,2,Van Nuys,2
06037127606,2,Van Nuys,2
06037128102,4,Van Nuys,2
06037128102,4,Van Nuys,2
06037128101,3,Valley Glen,2
06037128101,3,Valley Glen,3
06037123520,2,Valley Glen,2
06037123700,3,Valley Glen,2
06037123700,3,Valley Glen,2
06037123700,3,Valley Glen,2
06037123700,3,Valley Glen,2
06037124104,2,North Hollywood,2
06037124104,2,North Hollywood,0
06037124201,2,North Hollywood,1
06037124201,2,North Hollywood,1
06037124201,2,North Hollywood,2
06037311100,3,Burbank,2
06037311100,3,Burbank,2
06037311100,3,Burbank,1
06037124103,1,North Hollywood,2
06037124103,1,North Hollywood,1
06037123103,3,North Hollywood,1
06037123103,3,North Hollywood,1
06037123420,4,Valley Glen,2
06037123420,4,Valley Glen,1
06037123420,4,Valley Glen,1
06037123204,2,North Hollywood,2
06037123204,2,North Hollywood,1
06037123206,2,North Hollywood,0
06037123205,2,North Hollywood,0
06037123205,2,North Hollywood,1
06037123203,3,North Hollywood,2
06037123203,3,North Hollywood,0
06037123203,3,North Hollywood,0
06037123304,4,Valley Glen,1
06037123304,4,Valley Glen,2
06037123304,4,Valley Glen,1
06037123303,3,Valley Glen,1
06037123303,3,Valley Glen,2
06037123301,3,North Hollywood,1
06037123301,3,North Hollywood,0
06037123301,3,North Hollywood,2
06037980001,0,Burbank,0
06037123010,3,Sun Valley,1
06037123010,3,Sun Valley,0
06037122420,4,Sun Valley,0
06037122420,4,Sun Valley,1
06037122410,3,Sun Valley,0
06037122410,3,Sun Valley,1
06037123020,2,Sun Valley,2
06037123020,2,Sun Valley,1
06037121020,3,Sun Valley,2
06037121020,3,Sun Valley,1
06037121020,3,Sun Valley,2
06037122120,4,Sun Valley,1
06037122120,4,Sun Valley,1
06037121600,2,Sun Valley,0
06037121600,2,Sun Valley,1
06037121801,3,Sun Valley,1
06037121801,3,Sun Valley,1
06037122121,2,Sun Valley,2
06037122121,2,Sun Valley,2
06037122200,3,Sun Valley,0
06037122200,3,Sun Valley,2
06037122200,3,Sun Valley,1
06037122000,4,Sun Valley,0
06037122000,4,Sun Valley,0
06037122000,4,Sun Valley,2
06037121900,3,Sun Valley,0
06037121900,3,Sun Valley,1
06037121900,3,Sun Valley,1
06037121802,3,Sun Valley,0
06037121802,3,Sun Valley,1
06037121802,3,Sun Valley,1
06037122122,2,Sun Valley,0
06037122122,2,Sun Valley,3
06037122122,2,Sun Valley,0
06037102103,1,Shadow Hills,2
06037310400,2,Burbank,1
06037310100,3,Burbank,3
06037310100,3,Burbank,2
06037102105,1,Sun Valley,1
